"FaceID","cosine","sine","atlantis_layer","face_area","maxz","minz","uvec","Polygon #","Face #","adjacent box","roms_layer","u","v","lat","lon"
68,0.691758068631731,0.722129333625839,2,49694.3459000426,-25,-5,"c(7290, 7448, 7449, 7606, 7607)",51,4,50,5,NA,NA,NA,NA
68,0.691758068631731,0.722129333625839,2,49694.3459000426,-25,-5,"c(7290, 7448, 7449, 7606, 7607)",51,4,50,6,NA,NA,NA,NA
68,0.691758068631731,0.722129333625839,2,49694.3459000426,-25,-5,"c(7290, 7448, 7449, 7606, 7607)",51,4,50,7,NA,NA,NA,NA
68,0.691758068631731,0.722129333625839,2,49694.3459000426,-25,-5,"c(7290, 7448, 7449, 7606, 7607)",51,4,50,8,NA,NA,NA,NA
68,0.691758068631731,0.722129333625839,2,49694.3459000426,-25,-5,"c(7290, 7448, 7449, 7606, 7607)",51,4,50,9,NA,NA,NA,NA
68,0.691758068631731,0.722129333625839,2,49694.3459000426,-25,-5,"c(7290, 7448, 7449, 7606, 7607)",51,4,50,10,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,1,21471.8217751043,-5,0,"c(6811, 6812, 6971, 7130, 7131, 7290)",50,18,51,1,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,1,21471.8217751043,-5,0,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,1,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,1,21471.8217751043,-5,0,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,2,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,1,21471.8217751043,-5,0,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,3,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",50,18,51,2,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",50,18,51,3,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,4,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,5,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,6,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,7,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,8,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,9,NA,NA,NA,NA
69,-0.313592345477519,-0.949557708018796,2,85887.2871004173,-25,-5,"c(6811, 6812, 6971, 7130, 7131, 7290)",51,5,50,10,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,1,34370.9304460276,-5,0,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",50,19,51,1,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,1,34370.9304460276,-5,0,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,1,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,1,34370.9304460276,-5,0,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,2,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,1,34370.9304460276,-5,0,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,3,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",50,19,51,2,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",50,19,51,3,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,4,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,5,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,6,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,7,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,8,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,9,NA,NA,NA,NA
70,0.579599867139132,0.814901217333918,2,137483.721784111,-25,-5,"c(6021, 6022, 6179, 6180, 6337, 6338, 6495, 6496, 6653, 6654, 6811, 6812)",51,6,50,10,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,1,27804.0148896327,-5,0,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",50,20,51,1,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,1,27804.0148896327,-5,0,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,1,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,1,27804.0148896327,-5,0,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,2,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,1,27804.0148896327,-5,0,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,3,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",50,20,51,2,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",50,20,51,3,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,4,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,5,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,6,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,7,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,8,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,9,NA,NA,NA,NA
71,0.0947620274406081,0.995499953870087,2,111216.059558531,-25,-5,"c(5227, 5386, 5545, 5704, 5862, 5863, 6022)",51,7,50,10,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,1,43119.4664837672,-5,0,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",50,21,51,1,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,1,43119.4664837672,-5,0,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,1,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,1,43119.4664837672,-5,0,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,2,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,1,43119.4664837672,-5,0,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,3,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",50,21,51,2,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",50,21,51,3,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,4,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,5,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,6,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,7,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,8,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,9,NA,NA,NA,NA
72,-0.927781298087817,-0.37312446035939,2,172477.865935069,-25,-5,"c(4739, 4740, 4741, 4742, 4901, 4902, 4903, 4904, 4905, 5064, 5065, 5066, 5067, 5068, 5227)",51,8,50,10,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,1,10752.9071500145,-5,0,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,1,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,1,10752.9071500145,-5,0,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,1,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,2,43011.6286000581,-25,-5,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,2,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,2,43011.6286000581,-25,-5,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,3,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,2,43011.6286000581,-25,-5,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,4,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,2,43011.6286000581,-25,-5,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,2,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,2,43011.6286000581,-25,-5,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,3,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,3,53764.5357500726,-50,-25,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,5,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,3,53764.5357500726,-50,-25,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,6,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,3,53764.5357500726,-50,-25,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,4,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,3,53764.5357500726,-50,-25,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,5,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,7,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,8,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,9,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",48,3,50,10,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,6,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,7,NA,NA,NA,NA
73,-0.581238218093464,-0.813733453796472,4,107529.071500145,-100,-50,"c(4570, 4729, 4730, 4889, 4890)",50,22,48,8,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,1,7754.03161316348,-5,0,"7754:7757",47,2,48,1,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,1,7754.03161316348,-5,0,"7754:7757",48,4,47,1,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,2,31016.1264526539,-25,-5,"7754:7757",47,2,48,2,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,2,31016.1264526539,-25,-5,"7754:7757",47,2,48,3,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,2,31016.1264526539,-25,-5,"7754:7757",47,2,48,4,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,2,31016.1264526539,-25,-5,"7754:7757",48,4,47,2,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,2,31016.1264526539,-25,-5,"7754:7757",48,4,47,3,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,2,31016.1264526539,-25,-5,"7754:7757",48,4,47,4,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,3,38770.1580658174,-50,-25,"7754:7757",47,2,48,5,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,3,38770.1580658174,-50,-25,"7754:7757",47,2,48,6,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,3,38770.1580658174,-50,-25,"7754:7757",48,4,47,5,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,3,38770.1580658174,-50,-25,"7754:7757",48,4,47,6,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",47,2,48,7,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",47,2,48,8,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",47,2,48,9,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",47,2,48,10,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",48,4,47,7,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",48,4,47,8,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",48,4,47,9,NA,NA,NA,NA
74,0.999480115292718,0.0322412644673899,4,77540.3161316348,-100,-50,"7754:7757",48,4,47,10,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,1,23307.7252475071,-5,0,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",39,1,40,1,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,1,23307.7252475071,-5,0,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,1,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,1,23307.7252475071,-5,0,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,2,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,1,23307.7252475071,-5,0,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,3,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",39,1,40,2,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",39,1,40,3,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",39,1,40,4,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,4,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,5,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,6,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,7,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,8,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,9,NA,NA,NA,NA
76,0.579207157582933,0.815180390223354,2,93230.9009900286,-25,-5,"c(4986, 4987, 5146, 5147, 5306, 5307, 5467)",40,1,39,10,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,1,12432.3173976983,-5,0,"7059:7063",38,1,39,1,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,1,12432.3173976983,-5,0,"7059:7063",39,2,38,1,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,2,49729.2695907931,-25,-5,"7059:7063",38,1,39,2,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,2,49729.2695907931,-25,-5,"7059:7063",38,1,39,3,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,2,49729.2695907931,-25,-5,"7059:7063",39,2,38,2,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,2,49729.2695907931,-25,-5,"7059:7063",39,2,38,3,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,2,49729.2695907931,-25,-5,"7059:7063",39,2,38,4,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,3,62161.5869884913,-50,-25,"7059:7063",38,1,39,4,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,3,62161.5869884913,-50,-25,"7059:7063",38,1,39,5,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,3,62161.5869884913,-50,-25,"7059:7063",39,2,38,5,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,3,62161.5869884913,-50,-25,"7059:7063",39,2,38,6,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",38,1,39,6,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",38,1,39,7,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",38,1,39,8,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",39,2,38,7,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",39,2,38,8,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",39,2,38,9,NA,NA,NA,NA
83,0.965226363842561,0.261415505552497,4,124323.173976983,-100,-50,"7059:7063",39,2,38,10,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,1,26030.03206113,-5,0,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,1,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,1,26030.03206113,-5,0,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,1,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,2,104120.12824452,-25,-5,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,2,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,2,104120.12824452,-25,-5,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,3,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,2,104120.12824452,-25,-5,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,4,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,2,104120.12824452,-25,-5,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,2,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,2,104120.12824452,-25,-5,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,3,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,3,130150.16030565,-50,-25,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,5,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,3,130150.16030565,-50,-25,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,6,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,3,130150.16030565,-50,-25,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,4,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,3,130150.16030565,-50,-25,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,5,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,7,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,8,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,9,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",37,1,38,10,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,6,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,7,NA,NA,NA,NA
91,0.96042914712408,0.278524421468768,4,260300.3206113,-100,-50,"c(10417, 10418, 10419, 10420, 10421, 10581, 10582, 10583)",38,2,37,8,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,1,19104.9741531029,-5,0,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,1,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,1,19104.9741531029,-5,0,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,1,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,2,76419.8966124116,-25,-5,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,2,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,2,76419.8966124116,-25,-5,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,3,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,2,76419.8966124116,-25,-5,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,4,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,2,76419.8966124116,-25,-5,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,2,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,2,76419.8966124116,-25,-5,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,3,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,3,95524.8707655145,-50,-25,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,5,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,3,95524.8707655145,-50,-25,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,6,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,3,95524.8707655145,-50,-25,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,4,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,3,95524.8707655145,-50,-25,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,5,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,7,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,8,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,9,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",36,1,38,10,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,6,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,7,NA,NA,NA,NA
92,-0.104684814294457,-0.994505449787046,4,191049.741531029,-100,-50,"c(9947, 10106, 10265, 10424, 10425, 10583)",38,3,36,8,NA,NA,NA,NA
93,0.425989904477793,0.904727915609439,1,6195.14399235601,-5,0,"c(12048, 12207, 12208)",42,1,43,1,NA,NA,NA,NA
93,0.425989904477793,0.904727915609439,1,6195.14399235601,-5,0,"c(12048, 12207, 12208)",42,1,43,2,NA,NA,NA,NA
93,0.425989904477793,0.904727915609439,1,6195.14399235601,-5,0,"c(12048, 12207, 12208)",42,1,43,3,NA,NA,NA,NA
93,0.425989904477793,0.904727915609439,1,6195.14399235601,-5,0,"c(12048, 12207, 12208)",43,6,42,1,NA,NA,NA,NA
93,0.425989904477793,0.904727915609439,2,24780.575969424,-25,-5,"c(12048, 12207, 12208)",42,1,43,4,NA,NA,NA,NA
93,0.425989904477793,0.904727915609439,2,24780.575969424,-25,-5,"c(12048, 12207, 12208)",42,1,43,5,NA,NA,NA,NA
